Market Name,Delivery Date,Unique bid number,Response Unit,Unit type,Agent/Applicant,Related Entity,Volume offered,Volume Accepted,Delivery Start UTC,Delivery End UTC,Service Duration,Availability Fee,Total Cost,RTM/no RTM,Accepted/Rejected,Rejection code,Technology Type
DC LF,14-03-21,20210314 UF_OSS01,UF_OSS01,Non-BM,Origami Energy Limited ,N/A,9,9,2021-03-13T23:00:00Z,2021-03-14T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,14-03-21,20210314 V__BEROV001,V__BEROV001,BM,Open Energi Ltd,Erova Energy Limited,10,10,2021-03-13T23:00:00Z,2021-03-14T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,14-03-21,20210314 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2021-03-13T23:00:00Z,2021-03-14T23:00:00Z,24,17,19992,no RTM,Accepted,,Battery
DC LF,14-03-21,20210314 AG-GEDF02,AG-GEDF02,BM,EDF Energy Customers Ltd,N/A,20,20,2021-03-13T23:00:00Z,2021-03-14T23:00:00Z,24,17,8160,RTM,Accepted,,Battery
DC LF,14-03-21,20210314 AG-GEDF01,AG-GEDF01,BM,EDF Energy Customers Ltd,N/A,20,20,2021-03-13T23:00:00Z,2021-03-14T23:00:00Z,24,17,8160,RTM,Accepted,,Battery
DC LF,14-03-21,20210314 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2021-03-13T23:00:00Z,2021-03-14T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,14-03-21,20210314 ARNKB-2,ARNKB-2,Non-BM,Arenko Cleantech Limited,OSSPV001 LIMITED,9,9,2021-03-13T23:00:00Z,2021-03-14T23:00:00Z,24,17,3672,RTM,Accepted,,Battery
DC LF,14-03-21,20210314 ROOSB-1,ROOSB-1,BM,Centrica Brigg Ltd,N/A,49,49,2021-03-13T23:00:00Z,2021-03-14T23:00:00Z,24,17,19992,RTM,Accepted,,Battery
DC LF,14-03-21,20210314 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,20,20,2021-03-13T23:00:00Z,2021-03-14T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,14-03-21,20210314 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2021-03-13T23:00:00Z,2021-03-14T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,14-03-21,20210314 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,20,20,2021-03-13T23:00:00Z,2021-03-14T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,15-03-21,20210315 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,0,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,15-03-21,20210315 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,15-03-21,20210315 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,0,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,15-03-21,20210315 UF_FLXT01,UF_FLXT01,Non-BM,Flexitricity Limited,N/A,10,0,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,0,,no RTM,Rejected,5,Battery
Withdraw,15-03-21,20210315 GBND-2,GBND-2,Non-BM,GridBeyond,ESB,2,0,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,0,,no RTM,Rejected,5,Battery
DC LF,15-03-21,20210315 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,15-03-21,20210315 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,15-03-21,20210315 AG-MSTK01,AG-MSTK01,BM,Statkraft Markets GmbH,,49,49,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,15-03-21,20210315 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,15,15,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,6120,no RTM,Accepted,,Battery
DC LF,15-03-21,20210315 AG-HEL01H,AG-HEL01H,BM,Habitat Energy Limited,N/A,20,20,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,8160,RTM,Accepted,,Battery
DC LF,15-03-21,20210315 AG-EFLX02,AG-EFLX02,BM,Flexitricity Limited,N/A,4,4,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,1632,RTM,Accepted,,Battery
DC LF,15-03-21,20210315 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,15-03-21,20210315 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,15-03-21,20210315 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,15-03-21,20210315 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,15-03-21,20210315 DBESSE-33,DBESSE-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,15-03-21,20210315 DBESSG-33,DBESSG-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,15-03-21,20210315 BHOLB-1,BHOLB-1,BM,Tesla Motors Limited,N/A,7,7,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,2856,RTM,Accepted,,Battery
DC LF,15-03-21,20210315 PETDAG-2,PETDAG-2,Non-BM,Peak Gen Top Co Ltd,Peak Gen Power 2 Ltd,3,3,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,1224,no RTM,Accepted,,Battery
DC LF,15-03-21,20210315 UF_OSS01,UF_OSS01,Non-BM,Origami Energy Limited ,N/A,9,9,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,15-03-21,20210315 V__BEROV001,V__BEROV001,BM,Open Energi Ltd,Erova Energy Limited,10,10,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,15-03-21,20210315 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,19992,no RTM,Accepted,,Battery
DC LF,15-03-21,20210315 AG-GEDF02,AG-GEDF02,BM,EDF Energy Customers Ltd,N/A,20,20,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,8160,RTM,Accepted,,Battery
DC LF,15-03-21,20210315 AG-GEDF01,AG-GEDF01,BM,EDF Energy Customers Ltd,N/A,20,20,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,8160,RTM,Accepted,,Battery
DC LF,15-03-21,20210315 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,15-03-21,20210315 ARNKB-2,ARNKB-2,Non-BM,Arenko Cleantech Limited,OSSPV001 LIMITED,9,9,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,3672,RTM,Accepted,,Battery
DC LF,15-03-21,20210315 ROOSB-1,ROOSB-1,BM,Centrica Brigg Ltd,N/A,49,49,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,19992,RTM,Accepted,,Battery
DC LF,15-03-21,20210315 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,20,20,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,15-03-21,20210315 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,0,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,15-03-21,20210315 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,20,20,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,16-03-21,20210316 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,15,0,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,0,,no RTM,Rejected,5,Battery
Withdraw,16-03-21,20210316 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,0,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,16-03-21,20210316 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,16-03-21,20210316 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,0,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,16-03-21,20210316 GBND-2,GBND-2,Non-BM,GridBeyond,ESB,2,0,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,0,,no RTM,Rejected,5,Battery
DC LF,16-03-21,20210316 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,16-03-21,20210316 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,16-03-21,20210316 AG-MSTK01,AG-MSTK01,BM,Statkraft Markets GmbH,,49,49,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,16-03-21,20210316 AG-HEL01H,AG-HEL01H,BM,Habitat Energy Limited,N/A,20,20,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,8160,RTM,Accepted,,Battery
DC LF,16-03-21,20210316 AG-EFLX02,AG-EFLX02,BM,Flexitricity Limited,N/A,4,4,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,1632,RTM,Accepted,,Battery
DC LF,16-03-21,20210316 UF_FLXT01,UF_FLXT01,Non-BM,Flexitricity Limited,N/A,10,10,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-03-21,20210316 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,16-03-21,20210316 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-03-21,20210316 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-03-21,20210316 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,16-03-21,20210316 DBESSE-33,DBESSE-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-03-21,20210316 DBESSG-33,DBESSG-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-03-21,20210316 BHOLB-1,BHOLB-1,BM,Tesla Motors Limited,N/A,7,7,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,2856,RTM,Accepted,,Battery
DC LF,16-03-21,20210316 PETDAG-2,PETDAG-2,Non-BM,Peak Gen Top Co Ltd,Peak Gen Power 2 Ltd,3,3,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,1224,no RTM,Accepted,,Battery
DC LF,16-03-21,20210316 UF_OSS01,UF_OSS01,Non-BM,Origami Energy Limited ,N/A,9,9,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,16-03-21,20210316 V__BEROV001,V__BEROV001,BM,Open Energi Ltd,Erova Energy Limited,10,10,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-03-21,20210316 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,19992,no RTM,Accepted,,Battery
DC LF,16-03-21,20210316 AG-GEDF02,AG-GEDF02,BM,EDF Energy Customers Ltd,N/A,20,20,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,8160,RTM,Accepted,,Battery
DC LF,16-03-21,20210316 AG-GEDF01,AG-GEDF01,BM,EDF Energy Customers Ltd,N/A,20,20,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,8160,RTM,Accepted,,Battery
DC LF,16-03-21,20210316 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,16-03-21,20210316 ARNKB-2,ARNKB-2,Non-BM,Arenko Cleantech Limited,OSSPV001 LIMITED,9,9,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,3672,RTM,Accepted,,Battery
DC LF,16-03-21,20210316 ROOSB-1,ROOSB-1,BM,Centrica Brigg Ltd,N/A,49,49,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,19992,RTM,Accepted,,Battery
DC LF,16-03-21,20210316 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,20,20,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,16-03-21,20210316 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
DC LF,16-03-21,20210316 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,20,20,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,17-Mar-21,20210317 GBND-2,GBND-2,Non-BM,GridBeyond,ESB,2,0,2021-03-16T23:00:00Z,2021-03-17T23:00:00Z,24,0,,no RTM,Rejected,5,Battery
Withdraw,17-Mar-21,20210317 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,0,2021-03-16T23:00:00Z,2021-03-17T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,17-Mar-21,20210317 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2021-03-16T23:00:00Z,2021-03-17T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,17-Mar-21,20210317 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,0,2021-03-16T23:00:00Z,2021-03-17T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,17-Mar-21,20210317 AG-GEDF02,AG-GEDF02,BM,EDF Energy Customers Ltd,N/A,20,0,2021-03-16T23:00:00Z,2021-03-17T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,17-Mar-21,20210317 ROOSB-1,ROOSB-1,BM,Centrica Brigg Ltd,N/A,49,0,2021-03-16T23:00:00Z,2021-03-17T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,17-Mar-21,20210317 ARNKB-3,ARNKB-3,Non-BM,Arenko Cleantech Limited,GridReserve Limited,29,0,2021-03-16T23:00:00Z,2021-03-17T23:00:00Z,24,0,,no RTM,Rejected,5,Battery
DC LF,17-Mar-21,20210317 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,48,48,2021-03-16T23:00:00Z,2021-03-17T23:00:00Z,24,16.99,19572.48,RTM,Accepted,,Battery
DC LF,17-Mar-21,20210317 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2021-03-16T23:00:00Z,2021-03-17T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,17-Mar-21,20210317 AG-MSTK01,AG-MSTK01,BM,Statkraft Markets GmbH,,49,49,2021-03-16T23:00:00Z,2021-03-17T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
